route_id,origin,destination,distance_km,fuel_used_liters,weather_condition,traffic_level,cargo_weight_kg,vehicle_type,avg_speed_kmph,delivery_time_hrs,fuel_type,temperature_c,humidity_percent,wind_speed_kmph,driver_id,shipment_type,delivery_status,road_type,fuel_cost_usd,emission_factor,engine_efficiency,tire_condition,brake_condition,maintenance_status,route_risk_level,fuel_station_visits,rest_stops,delivery_priority,carbon_emission_kg,co2_per_km
R00661,Warehouse_B,City_Z,991.81,208.36,Clear,Medium,2855.14,Truck_Large,68.52,15.23,Diesel,33.4,59.6,13.9,D00661,Furniture,Delivered,Rural,262.1,2.44,0.46,New,Poor,Overdue,High,0,2,Medium,508.4,0.5126
R00662,Warehouse_C,City_X,91.65,27.13,Clear,High,14642.06,Truck_Large,,3.18,Diesel,21.9,75.1,23.6,D00662,Groceries,Delivered,Highway,39.77,2.51,0.39,Worn,Average,Pending,Low,2,3,Medium,68.1,0.743
R00663,Warehouse_A,City_Z,272.65,62.61,Clear,Medium,18507.9,Truck_Small,83.3,3.84,Petrol,21.3,34.4,37.2,D00663,Machinery,In Transit,Rural,79.99,2.76,0.29,New,Good,Overdue,High,0,0,Low,172.8,0.6338
R00664,Warehouse_C,City_Y,426.72,122.32,Clear,Medium,4080.02,Truck_Small,80.49,6.3,Electric,23.8,86.5,6.6,D00664,Electronics,Delayed,Urban,124.03,2.55,0.45,New,Average,On Schedule,Low,0,0,Medium,311.92,0.731
R00665,Warehouse_A,City_X,477.29,167.04,Rain,Low,9947.83,Truck_Large,90.55,6.49,Diesel,10.3,86.3,4.9,D00665,Machinery,Delivered,Urban,224.34,2.65,0.4,Good,Average,On Schedule,Low,0,3,Low,442.66,0.9274
R00666,Warehouse_C,City_X,925.3,269.97,Clear,Medium,15036.72,Truck_Small,52.23,18.26,Diesel,1.4,42.5,37.6,D00666,Groceries,Delayed,Highway,276.79,2.79,0.29,New,Average,Pending,Low,3,3,Low,753.22,0.814
R00667,Warehouse_B,City_Z,582.0,135.43,Rain,Low,6449.95,Truck_Medium,78.94,8.13,CNG,10.7,77.1,33.3,D00667,Groceries,Delivered,Rural,199.35,2.44,0.36,New,Good,Pending,Low,1,2,High,330.45,0.5678
R00668,Warehouse_A,City_Y,92.86,23.25,Rain,Medium,,Truck_Medium,86.48,2.05,Diesel,19.7,64.9,24.0,D00668,Electronics,Delivered,Highway,28.91,2.71,0.48,Good,Good,Overdue,Low,0,1,High,63.01,0.6785
R00669,Warehouse_A,City_Y,437.47,119.65,Rain,Medium,17880.85,Truck_Large,43.76,11.97,Diesel,24.5,32.0,3.3,D00669,Groceries,In Transit,Urban,177.56,2.68,0.44,New,Good,Overdue,Low,3,2,Medium,320.66,0.733
R00670,Warehouse_A,City_Y,445.67,95.33,Clear,Low,2971.33,Truck_Medium,42.21,12.23,CNG,12.8,47.8,31.4,D00670,Furniture,Delivered,Rural,96.56,2.73,0.35,New,Average,Overdue,Low,2,1,High,260.25,0.584
R00671,Warehouse_A,City_Z,967.22,306.48,Clear,Low,,Truck_Large,73.56,14.91,Diesel,6.5,45.8,33.4,D00671,Groceries,In Transit,Highway,388.13,2.45,0.25,Worn,Poor,On Schedule,Medium,1,3,Low,750.88,0.7763
R00672,Warehouse_C,City_Z,619.24,199.09,Snow,Medium,19552.71,Truck_Small,75.27,9.73,Diesel,2.3,82.8,15.0,D00672,Furniture,Delivered,Rural,221.61,2.6,0.31,Good,Average,On Schedule,High,0,2,Medium,517.63,0.8359
R00673,Warehouse_C,City_Y,653.87,138.9,Clear,Medium,19173.03,Truck_Small,63.57,11.22,Petrol,-0.8,83.9,4.5,D00673,Machinery,In Transit,Urban,183.4,2.65,0.3,New,Good,Pending,Medium,0,0,Low,368.08,0.5629
R00674,Warehouse_A,City_Z,727.59,612.1800000000001,Clear,High,9023.43,Truck_Medium,42.16,18.82,Diesel,13.8,32.1,25.2,D00674,Electronics,Delivered,Rural,254.89,2.7,0.34,New,Poor,On Schedule,Medium,0,0,High,2754.8,2.7572
R00675,Warehouse_A,City_Y,781.54,221.02,Rain,Low,1960.7,Truck_Small,64.12,13.7,Diesel,25.3,74.5,24.3,D00675,Furniture,Delayed,Rural,283.58,2.69,0.47,New,Poor,Overdue,Low,1,2,High,594.54,0.7607
R00676,Warehouse_A,City_Z,653.3,174.28,Snow,Medium,12758.64,Truck_Medium,78.53,9.73,Diesel,31.5,37.2,14.8,D00676,Furniture,Delivered,Highway,205.62,2.63,0.29,New,Good,Pending,Low,0,3,Medium,458.36,0.7016
R00677,Warehouse_C,City_X,275.33,85.78,Clear,Low,6574.79,Truck_Large,82.11,4.3,Diesel,7.3,77.5,28.2,D00677,Electronics,Delivered,Highway,87.99,2.59,0.26,Good,Poor,Pending,Medium,2,0,Low,222.17,0.8069
R00678,Warehouse_A,City_X,880.34,236.98,Rain,Low,18797.74,Truck_Medium,69.57,13.55,Electric,20.6,80.7,30.4,D00678,Furniture,Delayed,Rural,249.55,2.78,0.28,New,Good,Overdue,Medium,1,0,Medium,658.8,0.7483
R00679,Warehouse_A,City_Z,745.51,211.19,Clear,Medium,16098.58,Truck_Medium,71.5,11.43,Petrol,13.9,33.6,46.1,D00679,Furniture,Delivered,Rural,301.85,2.47,0.36,Worn,Average,Overdue,Medium,4,2,Low,521.64,0.6997
R00680,Warehouse_A,City_Z,754.78,271.35,Clear,High,13342.28,Truck_Small,80.36,10.36,Diesel,38.3,49.6,38.7,D00680,Groceries,Delivered,Urban,366.7,2.48,0.27,Worn,Good,Overdue,Low,3,2,Low,672.95,0.8916
R00681,Warehouse_C,City_Y,996.73,,Rain,Medium,6405.57,Truck_Small,66.96,15.5,Diesel,34.1,52.8,40.5,D00681,Machinery,Delivered,Urban,320.78,2.44,0.39,New,Good,Overdue,Medium,2,0,Low,565.25,0.5671
R00682,Warehouse_B,City_X,812.4,263.07,Snow,Medium,14324.1,Truck_Small,55.81,16.26,Petrol,34.1,87.3,9.3,D00682,Machinery,Delivered,Urban,279.21,2.45,0.32,New,Good,On Schedule,Low,2,2,High,644.52,0.7934
R00683,Warehouse_B,City_Y,837.69,252.24,Fog,Medium,6494.2,Truck_Medium,53.38,16.75,CNG,19.0,52.3,22.9,D00683,Furniture,Delivered,Highway,258.45,2.75,0.34,Good,Good,On Schedule,Medium,0,3,High,693.66,0.8281
R00684,Warehouse_C,City_Z,953.84,248.97,Clear,Medium,1714.99,Truck_Small,85.17,12.76,Diesel,11.8,45.4,10.4,D00684,Electronics,Delivered,Urban,251.12,2.64,0.29,Good,Poor,On Schedule,Medium,3,3,Low,657.28,0.6891
R00685,Warehouse_B,City_Y,193.58,66.88,Rain,High,10660.26,Truck_Large,69.25,3.72,CNG,22.6,67.2,9.4,D00685,Groceries,In Transit,Highway,84.33,2.77,0.44,Good,Average,On Schedule,High,4,1,Low,185.26,0.957
R00686,Warehouse_A,City_Y,522.84,162.2,Clear,Medium,10285.01,Truck_Medium,77.45,8.15,Electric,-2.0,39.5,25.3,D00686,Groceries,,Urban,202.82,2.75,0.35,Worn,Good,On Schedule,Medium,3,1,High,446.05,0.8531
R00687,Warehouse_A,City_Z,601.54,177.74,Clear,Medium,15497.11,Truck_Medium,68.27,9.36,Petrol,34.1,67.5,14.0,D00687,Furniture,In Transit,Urban,187.57,2.52,0.28,Worn,Good,Overdue,Medium,4,2,High,447.9,0.7446
R00688,Warehouse_C,City_X,362.81,121.01,Rain,Medium,17447.8,Truck_Medium,,4.73,Petrol,3.6,57.5,10.7,D00688,Groceries,In Transit,Urban,141.98,2.66,0.34,New,Poor,Pending,Low,2,3,Medium,321.89,0.8872
R00689,Warehouse_C,City_Y,847.43,305.46,Clear,Medium,7734.9,Truck_Large,69.81,13.19,CNG,31.3,73.9,36.3,D00689,Electronics,Delivered,Rural,386.44,2.55,0.5,New,Poor,Overdue,High,2,0,High,778.92,0.9192
R00690,Warehouse_B,City_Z,774.3,305.49,Clear,High,9539.99,Truck_Large,99.28,8.7,CNG,4.9,64.7,1.7,D00690,Electronics,Delivered,Rural,408.72,2.75,0.43,Worn,Good,On Schedule,High,3,1,High,840.1,1.085
R00691,Warehouse_B,City_Y,734.84,,Clear,Low,9937.61,Truck_Small,,14.5,Diesel,16.1,40.6,37.6,D00691,Furniture,In Transit,Urban,336.44,2.69,0.47,Worn,Good,On Schedule,Medium,1,1,Low,644.15,0.8766
R00692,Warehouse_A,City_Z,997.29,373.87,Clear,Low,7160.26,Truck_Small,48.31,22.54,Diesel,28.6,86.2,44.9,D00692,Furniture,,Rural,493.77,2.45,0.47,New,Good,Pending,High,0,1,Medium,915.98,0.9185
R00693,Warehouse_C,City_Z,296.41,59.35,Clear,High,15124.35,Truck_Medium,62.42,5.36,Diesel,9.7,56.9,35.2,D00693,Electronics,Delivered,Highway,60.24,2.5,0.39,Worn,Poor,Pending,Low,3,3,High,148.38,0.5006
R00694,Warehouse_B,City_Z,748.68,229.13,Clear,High,10919.92,Truck_Small,95.12,9.06,Electric,7.9,74.7,9.7,D00694,Electronics,Delayed,Highway,296.28,2.66,0.39,New,Average,Overdue,Medium,1,1,High,609.49,0.8141
R00695,Warehouse_B,City_X,573.83,139.4,Clear,Medium,18365.16,Truck_Large,91.14,7.09,Diesel,34.4,61.9,36.8,D00695,Machinery,Delivered,Rural,145.53,2.5,0.48,Good,Good,Overdue,Low,3,2,Medium,348.5,0.6073
R00696,Warehouse_A,City_X,347.34,76.01,,Low,13355.9,Truck_Small,54.84,7.37,Electric,-6.6,81.9,25.1,D00696,Electronics,In Transit,Urban,97.48,2.61,0.47,New,Good,Pending,High,3,0,High,198.39,0.5712
R00697,Warehouse_A,City_Z,202.56,62.06,Rain,Medium,5026.03,Truck_Small,75.98,4.18,Petrol,32.1,50.2,31.9,D00697,Groceries,Delivered,Rural,73.73,2.5,0.43,Good,Good,On Schedule,Medium,1,0,High,155.15,0.7659
R00698,Warehouse_A,City_X,901.09,314.81,Snow,Low,4131.36,Truck_Medium,75.34,13.92,Diesel,36.4,68.3,19.6,D00698,Machinery,Delivered,Rural,359.88,2.67,0.46,Good,Good,Overdue,High,4,3,Low,840.54,0.9328
R00699,Warehouse_A,City_Y,615.68,173.9,Clear,Medium,8075.3,Truck_Large,57.6,12.23,CNG,18.2,34.8,9.5,D00699,Machinery,Delivered,Highway,215.79,2.43,0.44,Worn,Poor,Overdue,Low,0,3,Low,422.58,0.6864
R00700,Warehouse_B,City_X,833.69,278.47,Clear,Low,7591.6,Truck_Large,54.12,17.23,Diesel,24.8,34.7,1.1,D00700,Furniture,Delivered,Urban,331.59,2.69,0.33,Worn,Good,Overdue,High,4,1,High,749.08,0.8985
R00701,Warehouse_C,City_X,568.08,169.26,Rain,Medium,8735.5,Truck_Large,63.4,9.68,Diesel,33.1,80.6,37.1,D00701,Furniture,Delivered,Highway,239.53,2.53,0.28,Good,Average,Overdue,Medium,1,0,Medium,428.23,0.7538
R00702,Warehouse_C,City_Y,258.98,74.44,Clear,Low,4488.23,Truck_Small,87.32,3.74,CNG,11.8,79.1,21.3,D00702,Electronics,Delivered,Rural,82.87,2.58,0.43,Good,Average,Overdue,High,1,2,Low,192.06,0.7416
R00703,Warehouse_A,City_Y,370.67,95.65,Clear,Medium,19586.23,Truck_Large,51.5,9.01,CNG,33.9,51.6,12.1,D00703,Electronics,,Rural,102.19,2.59,0.48,Worn,Average,On Schedule,Low,4,0,Medium,247.73,0.6683
R00704,Warehouse_A,City_Y,412.46,114.05,Rain,Medium,3768.49,Truck_Small,66.74,7.59,Diesel,8.6,70.6,31.1,D00704,Furniture,Delayed,Urban,161.78,2.48,0.49,New,Average,Pending,Medium,1,0,Medium,282.84,0.6857
R00705,Warehouse_B,City_Z,974.29,,Clear,Medium,13400.33,Truck_Medium,68.9,15.83,Electric,5.3,79.7,39.6,D00705,Groceries,Delivered,Urban,295.03,2.78,0.26,Worn,Good,Pending,Low,0,1,High,731.2,0.7505
R00706,Warehouse_A,City_Y,55.35,18.22,Clear,Low,1248.32,Truck_Large,96.35,1.41,Diesel,39.2,38.6,26.4,D00706,Furniture,Delayed,Highway,18.51,2.4,0.41,Worn,Good,Pending,Medium,3,1,Medium,43.73,0.7901
R00707,Warehouse_C,City_Y,986.38,220.16,Clear,Low,8732.26,Truck_Medium,58.21,17.97,Diesel,-8.4,89.1,38.1,D00707,Furniture,Delivered,Urban,262.76,2.55,0.4,Good,Poor,Overdue,Medium,0,2,High,561.41,0.5692
R00708,Warehouse_A,City_Y,981.44,214.47,Clear,Medium,6874.48,Truck_Small,41.18,24.45,Diesel,6.0,83.2,16.9,D00708,Machinery,Delayed,Urban,302.3,2.45,0.34,Worn,Poor,On Schedule,Low,1,1,Low,525.45,0.5354
R00709,Warehouse_C,City_Z,996.34,330.79,Clear,Medium,8258.47,Truck_Large,81.62,14.05,Diesel,12.9,71.5,32.7,D00709,Furniture,,Rural,402.22,2.54,0.39,Good,Average,Overdue,Low,1,2,Medium,840.21,0.8433
R00710,Warehouse_A,City_X,502.76,155.48,Rain,Medium,10463.47,Truck_Small,85.35,7.83,Electric,5.5,62.6,30.8,D00710,Machinery,Delayed,Rural,192.02,2.44,0.36,Good,Good,Overdue,Low,1,1,High,379.37,0.7546
R00711,Warehouse_A,City_Z,965.62,,Rain,Low,12407.13,Truck_Large,,13.54,Electric,4.1,83.7,8.7,D00711,Machinery,Delivered,Rural,282.73,2.55,0.48,New,Good,Overdue,High,2,1,Low,704.34,0.7294
R00712,Warehouse_C,City_X,425.82,98.15,Clear,Medium,12086.72,Truck_Small,82.04,6.35,Petrol,8.5,74.4,36.9,D00712,Electronics,Delivered,Urban,133.04,2.48,0.32,Worn,Good,Overdue,Low,1,2,Low,243.41,0.5716
R00713,Warehouse_B,City_Y,74.98,21.16,Fog,Medium,12983.56,Truck_Small,68.99,2.1,Electric,9.9,65.1,38.0,D00713,Machinery,Delivered,Urban,24.8,2.62,0.29,Worn,Poor,Pending,Low,2,3,Medium,55.44,0.7394
R00714,Warehouse_B,City_Z,263.13,94.19,Rain,Medium,17046.41,Truck_Small,41.12,7.59,Diesel,-6.4,83.5,32.8,D00714,Furniture,Delivered,Rural,128.5,2.4,0.42,New,Poor,Pending,High,3,1,Low,226.06,0.8591
R00715,Warehouse_A,City_Z,948.03,358.28,Clear,Medium,17847.63,Truck_Medium,83.8,12.77,CNG,28.8,42.6,19.0,D00715,Furniture,Delivered,Urban,431.9,2.6,0.32,Worn,Poor,Pending,Medium,2,3,High,931.53,0.9826
R00716,Warehouse_A,City_X,63.08,21.48,Clear,High,15007.76,Truck_Large,96.19,1.8,Diesel,-1.6,44.7,27.3,D00716,Furniture,Delayed,Rural,27.14,2.51,0.26,New,Good,On Schedule,High,1,2,High,53.91,0.8546
R00717,Warehouse_C,City_Z,568.69,120.55,Clear,Medium,2499.9,Truck_Small,49.44,12.64,Diesel,-7.9,85.8,21.9,D00717,Furniture,Delayed,Urban,156.08,2.53,0.45,Worn,Good,On Schedule,Medium,1,2,Low,304.99,0.5363
R00718,Warehouse_C,City_Z,121.82,40.7,Snow,High,19264.56,Truck_Large,44.07,3.91,Petrol,19.5,34.0,0.1,D00718,Machinery,Delayed,Rural,44.71,2.54,0.33,Worn,Poor,Overdue,Medium,0,1,Medium,103.38,0.8486
R00719,Warehouse_A,City_X,322.08,79.94,Clear,Medium,19000.56,Truck_Small,55.91,7.38,CNG,23.4,32.8,0.6,D00719,Machinery,Delivered,Highway,91.69,2.66,0.5,Good,Average,Overdue,Low,4,0,Low,212.64,0.6602
R00720,Warehouse_C,City_Z,133.69,35.17,Rain,High,14522.37,Truck_Large,,3.15,Diesel,28.0,77.5,9.8,D00720,Groceries,,Urban,45.47,2.7,0.33,New,Poor,Pending,Low,0,2,Medium,94.96,0.7103
R00721,Warehouse_B,City_Z,866.55,207.26,Clear,Low,10831.34,Truck_Small,46.37,20.49,Electric,-5.6,54.8,45.7,D00721,Groceries,In Transit,Highway,292.54,2.53,0.39,Worn,Good,Overdue,High,0,2,Medium,524.37,0.6051
R00722,Warehouse_B,City_Y,611.52,217.18,Clear,Medium,5761.75,Truck_Small,82.91,8.24,CNG,-1.4,85.0,31.6,D00722,Electronics,Delivered,Rural,321.58,2.77,0.29,Worn,Good,Pending,Low,4,3,Medium,601.59,0.9838
R00723,Warehouse_C,City_Y,907.0,299.06,Clear,Medium,15370.67,Truck_Medium,43.78,21.45,Petrol,-0.9,48.0,19.5,D00723,Furniture,Delivered,Highway,377.44,2.7,0.38,New,Good,On Schedule,Medium,1,2,Medium,807.46,0.8903
R00724,Warehouse_C,City_Y,703.94,226.93,Rain,Medium,17679.34,Truck_Large,41.97,17.79,Diesel,19.7,47.2,30.4,D00724,Electronics,Delivered,Urban,235.32,2.56,0.32,Good,Poor,Pending,High,1,2,High,580.94,0.8253
R00725,Warehouse_C,City_Y,972.48,324.41,Clear,Medium,13638.56,Truck_Medium,93.48,11.53,Petrol,34.5,87.4,3.2,D00725,Machinery,Delivered,Highway,479.48,2.44,0.42,Worn,Good,On Schedule,Low,0,1,Medium,791.56,0.814
R00726,Warehouse_B,City_Y,534.38,132.18,Clear,Low,12952.38,Truck_Small,86.23,7.75,Petrol,25.3,63.2,5.2,D00726,Machinery,In Transit,Rural,159.99,2.62,0.26,Worn,Poor,Overdue,Medium,0,3,Medium,346.31,0.6481
R00727,Warehouse_A,City_Z,656.78,189.76,Clear,High,4667.09,Truck_Medium,75.92,10.29,Petrol,5.7,66.8,4.0,D00727,Furniture,Delivered,Highway,199.48,2.65,0.42,Worn,Good,Pending,High,3,2,Low,502.86,0.7656
R00728,Warehouse_C,City_Z,597.49,195.17,,Medium,7798.13,Truck_Medium,50.32,13.85,Petrol,32.7,83.9,40.9,D00728,Electronics,Delivered,Rural,290.04,2.45,0.38,Good,Average,On Schedule,Medium,1,3,Medium,478.17,0.8003
R00729,Warehouse_C,City_Y,510.05,166.95,Rain,High,14739.59,Truck_Medium,56.73,10.06,Diesel,23.5,52.8,50.0,D00729,Machinery,Delivered,Rural,190.37,2.74,0.35,Good,Poor,Overdue,Low,1,1,Low,457.44,0.8969
R00730,Warehouse_C,City_X,853.66,305.93,Clear,Low,1321.08,Truck_Medium,42.92,20.99,CNG,24.4,44.9,11.2,D00730,Machinery,In Transit,Highway,406.4,2.55,0.27,New,Average,On Schedule,Medium,0,3,Medium,780.12,0.9139
R00731,Warehouse_A,City_Y,662.3,170.49,,Medium,13184.02,Truck_Large,78.72,9.73,Diesel,37.9,64.3,24.1,D00731,Machinery,Delivered,Rural,182.78,2.46,0.27,Worn,Good,On Schedule,High,1,0,Low,419.41,0.6333
R00732,Warehouse_C,City_Z,811.25,287.24,Clear,Medium,15566.74,Truck_Medium,81.17,11.72,Petrol,37.5,54.6,6.6,D00732,Furniture,Delivered,Rural,390.58,2.61,0.45,Good,Good,On Schedule,Medium,3,1,Low,749.7,0.9241
R00733,Warehouse_C,City_X,797.05,,Clear,Medium,7359.39,,59.61,14.86,Diesel,9.3,39.8,44.1,D00733,Groceries,Delivered,Urban,341.65,2.57,0.44,Worn,Good,Overdue,Medium,0,3,Medium,590.02,0.7403
R00734,Warehouse_B,City_Y,231.49,77.33,Clear,Medium,2447.19,Truck_Small,60.3,5.2,CNG,21.8,37.1,7.8,D00734,Groceries,In Transit,Rural,115.42,2.66,0.37,New,Poor,Overdue,Low,3,0,Medium,205.7,0.8886
R00735,Warehouse_C,City_X,667.66,194.39,Clear,Low,16563.27,Truck_Medium,77.74,10.06,Petrol,0.1,73.5,26.2,D00735,Machinery,Delayed,Highway,206.66,2.47,0.25,New,Poor,On Schedule,Low,3,3,Medium,480.14,0.7191
R00736,Warehouse_B,City_Y,239.67,93.4,Clear,Low,3694.9,Truck_Medium,96.74,3.67,CNG,10.6,32.1,29.1,D00736,Furniture,Delivered,Rural,129.3,2.41,0.45,New,Average,Pending,Medium,3,2,Medium,225.09,0.9392
R00737,Warehouse_A,City_Z,604.15,142.5,Rain,Medium,8045.22,Truck_Medium,63.68,11.13,Electric,3.7,61.7,24.0,D00737,Electronics,Delivered,Urban,189.83,2.59,0.42,New,Good,Overdue,Medium,2,3,High,369.08,0.6109
R00738,Warehouse_C,City_Y,693.56,232.34,Rain,Medium,14437.83,Truck_Small,69.62,10.58,Diesel,8.4,49.8,3.1,D00738,Machinery,Delivered,Rural,325.45,2.46,0.27,Good,Average,Overdue,High,2,3,Medium,571.56,0.8241
R00739,Warehouse_C,City_X,997.37,314.48,Rain,Low,16522.73,Truck_Medium,81.9,13.44,Petrol,23.8,39.1,34.3,D00739,Furniture,In Transit,Rural,366.87,2.46,0.32,New,Good,On Schedule,High,3,0,Medium,773.62,0.7757
R00740,Warehouse_B,City_Z,79.01,18.53,Rain,Medium,17385.26,Truck_Large,60.54,3.01,CNG,0.5,83.4,44.3,D00740,Machinery,Delivered,Rural,22.25,2.67,0.27,New,Good,Overdue,High,4,0,Medium,49.48,0.6262
R00741,Warehouse_A,City_Y,136.68,29.14,Rain,Medium,11077.93,Truck_Medium,92.13,2.44,CNG,-1.0,74.4,4.5,D00741,Machinery,Delayed,Rural,34.12,2.5,0.47,Good,Poor,On Schedule,High,1,0,Medium,72.85,0.533
R00742,Warehouse_A,City_Y,123.18,,Clear,Medium,10041.56,Truck_Large,90.77,3.12,Diesel,9.0,76.4,36.4,D00742,Furniture,Delayed,Urban,61.31,2.74,0.38,Worn,Poor,Overdue,Medium,4,3,High,121.44,0.9859
R00743,Warehouse_B,City_Y,428.44,99.18,Rain,Low,17118.03,Truck_Medium,80.46,7.0,Diesel,-5.1,56.2,41.1,D00743,Furniture,Delivered,Rural,139.3,2.61,0.34,Worn,Good,On Schedule,Medium,0,1,High,258.86,0.6042
R00744,Warehouse_A,City_Y,830.51,197.08,Clear,Medium,11698.46,Truck_Small,72.22,12.87,Diesel,30.7,68.9,8.2,D00744,Machinery,In Transit,Rural,221.65,2.64,0.41,Good,Good,Overdue,High,1,0,High,520.29,0.6265
R00745,Warehouse_A,City_Z,851.85,337.07,Fog,Medium,11994.36,Truck_Small,99.01,9.48,CNG,37.9,35.4,49.7,D00745,Groceries,Delivered,Rural,433.6,2.53,0.44,New,Good,On Schedule,High,4,2,Medium,852.79,1.0011
R00746,Warehouse_A,City_Z,750.13,257.63,Clear,Medium,9245.49,Truck_Medium,82.14,10.92,Diesel,30.1,38.4,14.9,D00746,Electronics,In Transit,Highway,273.86,2.49,0.41,New,Average,On Schedule,High,4,3,Low,641.5,0.8552
R00747,Warehouse_A,City_Y,902.03,225.6,Clear,High,8083.47,Truck_Large,78.59,12.02,Diesel,16.6,49.4,15.5,D00747,Groceries,Delivered,Rural,227.08,2.46,0.46,Good,Average,Pending,Low,0,3,Low,554.98,0.6153
R00748,Warehouse_A,City_Z,356.72,113.5,Rain,Medium,10130.28,Truck_Small,92.61,5.24,Diesel,23.7,57.5,28.4,D00748,Furniture,Delivered,Urban,148.12,2.68,0.4,Worn,Average,Pending,Low,3,2,Medium,304.18,0.8527
R00749,Warehouse_A,City_X,133.75,41.04,Rain,Medium,7932.1,Truck_Small,73.3,3.5,Diesel,30.3,35.6,41.0,D00749,Electronics,Delivered,Rural,58.28,2.68,0.25,New,Poor,Pending,Low,0,1,High,109.99,0.8224
R00750,Warehouse_A,City_Z,105.25,38.83,Clear,Low,7527.38,Truck_Small,54.58,3.16,Electric,-6.6,63.9,22.9,D00750,Electronics,Delivered,Urban,56.43,2.6,0.28,Worn,Good,Pending,Medium,3,2,Medium,100.96,0.9592
R00751,Warehouse_A,City_X,859.53,297.28,Clear,Medium,19879.62,Truck_Medium,48.27,18.46,Diesel,10.9,44.4,27.3,D00751,Machinery,Delivered,Highway,389.49,2.71,0.47,Worn,Average,Overdue,Low,1,3,Low,805.63,0.9373
R00752,Warehouse_C,City_X,743.91,272.53,Clear,Low,7388.06,Truck_Medium,68.26,12.65,Diesel,-2.8,76.5,30.8,D00752,Groceries,Delivered,Urban,382.73,2.72,0.28,Good,Average,On Schedule,Low,0,1,Low,741.28,0.9965
R00753,Warehouse_B,City_Z,713.68,172.93,Fog,High,5871.29,Truck_Medium,70.94,11.92,Diesel,-5.5,30.0,39.6,D00753,Furniture,In Transit,Rural,207.88,2.58,0.4,New,Average,On Schedule,High,1,1,Medium,446.16,0.6252
R00754,Warehouse_A,City_Y,372.69,122.26,Clear,High,7724.56,Truck_Large,89.66,5.5,Electric,27.9,82.0,32.3,D00754,Furniture,Delivered,Urban,175.77,2.66,0.3,Good,Poor,On Schedule,Low,2,3,Low,325.21,0.8726
R00755,Warehouse_B,City_Z,410.91,85.49,Clear,Medium,12224.85,Truck_Medium,48.37,10.18,Diesel,32.9,74.0,8.5,D00755,Electronics,In Transit,Highway,118.61,2.76,0.49,New,Poor,Pending,Medium,2,0,High,235.95,0.5742
R00756,Warehouse_A,City_X,960.21,205.28,Clear,Low,18308.82,Truck_Large,80.87,13.29,Diesel,-5.8,62.8,30.0,D00756,Groceries,Delivered,Rural,236.95,2.43,0.31,Worn,Poor,Overdue,Low,4,0,Medium,498.83,0.5195
R00757,Warehouse_A,City_X,110.61,37.91,Clear,Low,15969.42,Truck_Medium,58.25,3.26,Diesel,-1.1,74.3,10.6,D00757,Groceries,Delivered,Highway,49.23,2.4,0.34,Good,Average,Overdue,High,2,0,Low,90.98,0.8225
R00758,Warehouse_C,City_Z,785.05,160.84,Clear,High,17002.58,Truck_Large,96.34,8.84,Petrol,1.0,51.9,21.8,D00758,Furniture,Delivered,Rural,164.96,2.59,0.44,New,Poor,Overdue,Low,2,2,Medium,416.58,0.5306
R00759,Warehouse_B,City_X,344.15,108.74,Rain,High,17321.16,Truck_Large,68.23,6.2,Electric,32.8,39.8,43.3,D00759,Groceries,Delivered,Highway,116.71,2.53,0.41,Good,Poor,Pending,High,0,2,Medium,275.11,0.7994
R00760,Warehouse_B,City_Z,87.1,32.06,,Low,18490.04,Truck_Medium,77.34,2.64,Electric,35.7,30.5,6.2,D00760,Electronics,Delivered,Rural,47.23,2.43,0.33,Good,Good,On Schedule,High,4,0,High,77.91,0.8945
R00761,Warehouse_C,City_Z,755.44,208.49,Clear,Medium,5466.35,Truck_Large,79.01,10.74,Electric,28.2,62.9,18.1,D00761,Furniture,Delivered,Highway,209.51,2.46,0.42,Good,Average,Overdue,High,0,1,Low,512.89,0.6789
R00762,Warehouse_C,City_Y,364.37,76.14,Rain,Low,9708.95,Truck_Small,45.46,9.44,Diesel,29.8,47.5,28.1,D00762,Machinery,Delivered,Highway,83.88,2.5,0.49,New,Good,Pending,High,0,0,Low,190.35,0.5224
R00763,Warehouse_B,City_X,736.04,,Clear,Low,8318.76,Truck_Small,91.13,9.92,Electric,7.1,42.8,43.5,D00763,Machinery,Delivered,Urban,269.8,2.44,0.29,Worn,Poor,On Schedule,Low,0,0,High,615.59,0.8364
R00764,Warehouse_A,City_Z,722.27,,Clear,Low,8255.66,Truck_Medium,49.85,15.54,Diesel,10.4,82.0,38.9,D00764,Electronics,Delivered,Urban,376.14,2.53,0.31,New,Poor,On Schedule,Medium,2,2,Medium,705.24,0.9764
R00765,Warehouse_A,City_X,558.05,191.65,Clear,Medium,13393.39,,63.85,10.48,Petrol,4.0,73.5,21.2,D00765,Groceries,Delivered,Rural,201.78,2.45,0.36,Worn,Good,Overdue,High,4,3,High,469.54,0.8414
R00766,Warehouse_B,City_Z,788.5,248.92,Clear,Low,8634.26,Truck_Medium,80.35,10.36,Petrol,37.9,89.4,25.0,D00766,Furniture,Delivered,Rural,251.43,2.65,0.33,Good,Poor,Overdue,High,3,0,High,659.64,0.8366
R00767,Warehouse_A,City_Z,601.99,148.09,Rain,Low,12710.28,Truck_Large,43.31,15.68,Diesel,26.4,69.7,42.3,D00767,Electronics,,Highway,216.99,2.68,0.33,Worn,Average,On Schedule,Low,0,1,Low,396.88,0.6593
